Año,Mes,Nombre Servicio,Departamento,Municipio,Componente,Total
2024,JULIO,E.S.E. HOSPITAL SAN RAFAEL DE ITAGUI,ANTIOQUIA,ITAGUI,PLAQUETAS AFERESIS,1
2024,JULIO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,108
2024,JULIO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,PLAQUETAS AFERESIS FILTRADAS,5
2024,JULIO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,PLASMA FRESCO CONGELADO,8
2024,JULIO,MESSER COLOMBIA S.A. AGENCIA REMEO CENTER MEDELLIN,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,11
2024,JULIO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),14
2024,JULIO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,GLOBULOS ROJOS POBRES EN LEUCOCITOS,136
2024,JULIO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,PLAQUETAS AFERESIS,4
2024,JULIO,CLINICA ANTIOQUIA S.A.,ANTIOQUIA,ITAGUI,PLASMA FRESCO CONGELADO,56
2024,JULIO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),3
2024,JULIO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,38
2024,JULIO,CLINICA ANTIOQUIA - SEDE NORTE,ANTIOQUIA,BELLO,PLAQUETAS AFERESIS,2
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,6
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA IRRADIADA,2
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,105
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),130
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,99
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,673
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS IRRADIADOS,10
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,1
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,183
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS IRRADIADAS,7
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR,25
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR IRRADIADAS,18
2024,JULIO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,295
2024,JULIO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,CRIOPRECIPITADO,47
2024,JULIO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,57
2024,JULIO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,PLAQUETAS AFERESIS,3
2024,JULIO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,PLASMA FRESCO CONGELADO,6
2024,JULIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,GLOBULOS ROJOS POBRES EN LEUCOCITOS,57
2024,JULIO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,PLASMA FRESCO CONGELADO,15
2024,JULIO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,130
2024,JULIO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),116
2024,JULIO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,94
2024,JULIO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS IRRADIADOS,25
2024,JULIO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,76
2024,JULIO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,183
2024,AGOSTO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,43
2024,AGOSTO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,22
2024,AGOSTO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,153
2024,AGOSTO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),110
2024,AGOSTO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,35
2024,AGOSTO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,645
2024,AGOSTO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS,79
2024,AGOSTO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,55
2024,AGOSTO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,392
2024,AGOSTO,FUNDACION HOSPITALARIA SAN VICENTE DE PAUL,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,201
2024,AGOSTO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,CRIOPRECIPITADO,4
2024,AGOSTO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,149
2024,AGOSTO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,PLAQUETAS AFERESIS,17
2024,AGOSTO,EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ,ANTIOQUIA,BELLO,PLASMA FRESCO CONGELADO,68
2024,AGOSTO,UNIDAD HOSPITALARIA DE BELEN HECTOR ABAD GOMEZ,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,40
2024,AGOSTO,EMPRESA SOCIAL DEL ESTADO HOSPITAL FRANCISCO VALDERRAMA,ANTIOQUIA,TURBO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,18
2024,AGOSTO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,CRIOPRECIPITADO,10
2024,AGOSTO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,55
2024,AGOSTO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,PLAQUETAS AFERESIS,2
2024,AGOSTO,CLINICA SAN JUAN DE DIOS LA CEJA,ANTIOQUIA,LA CEJA,PLASMA FRESCO CONGELADO,11
2024,AGOSTO,E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,ANTIOQUIA,CIUDAD BOLÍVAR,GLOBULOS ROJOS POBRES EN LEUCOCITOS,12
2024,AGOSTO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,37
2024,AGOSTO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),104
2024,AGOSTO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,103
2024,AGOSTO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,54
2024,AGOSTO,NUEVA CLINICA SAGRADO CORAZON S.A.S,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,27
2024,AGOSTO,ANGIOSUR S.A.S.,ANTIOQUIA,ITAGUI,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,3
2024,AGOSTO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,114
2024,AGOSTO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,PLAQUETAS AFERESIS FILTRADAS,6
2024,AGOSTO,HOSPITAL SAN JUAN DE DIOS E.S.E RIONEGRO - ANTIOQUIA,ANTIOQUIA,RIONEGRO,PLASMA FRESCO CONGELADO,15
2024,AGOSTO,MESSER COLOMBIA S.A. AGENCIA REMEO CENTER MEDELLIN,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,19
2024,AGOSTO,ESE HOSPITAL CESAR URIBE PIEDRAHITA,ANTIOQUIA,CAUCASIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,40
2024,AGOSTO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,92
2024,AGOSTO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),515
2024,AGOSTO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,5
2024,AGOSTO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,225
2024,AGOSTO,CLINICA VIDA SEDE HOSPITALARIA,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,100
2024,AGOSTO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,45
2024,AGOSTO,UNIDAD HOSPITALARIA NUEVO OCCIDENTE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,2
2024,AGOSTO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,18
2024,AGOSTO,FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,7
2024,AGOSTO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,31
2024,AGOSTO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,21
2024,AGOSTO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),452
2024,AGOSTO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,2
2024,AGOSTO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS,70
2024,AGOSTO,HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ E.S.E,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,186
2024,AGOSTO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,32
2024,AGOSTO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,41
2024,AGOSTO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),14
2024,AGOSTO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,167
2024,AGOSTO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,10
2024,AGOSTO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR FILTRADAS,3
2024,AGOSTO,CLINICA UNIVERSITARIA BOLIVARIANA,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,82
2024,AGOSTO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,102
2024,AGOSTO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,1
2024,AGOSTO,IPS SAN MARCOS DE LEON NORTE S.A.S,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,5
2024,AGOSTO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,GLOBULOS ROJOS POBRES EN LEUCOCITOS,51
2024,AGOSTO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS YARUMAL,ANTIOQUIA,YARUMAL,PLASMA FRESCO CONGELADO,17
2024,AGOSTO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),1
2024,AGOSTO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,59
2024,AGOSTO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,2
2024,AGOSTO,LABORATORIO MEDICO DE REFERENCIA,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,5
2024,AGOSTO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,ALICUOTA DE GLOBULOS ROJOS FILTRADA,25
2024,AGOSTO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,CRIOPRECIPITADO,39
2024,AGOSTO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),150
2024,AGOSTO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,335
2024,AGOSTO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,PLAQUETAS AFERESIS,39
2024,AGOSTO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,PLASMA FRESCO AFERESIS,44
2024,AGOSTO,HOSPITAL MANUEL URIBE ANGEL E.S.E,ANTIOQUIA,ENVIGADO,PLASMA FRESCO CONGELADO,49
2024,AGOSTO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),126
2024,AGOSTO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,PLAQUETAS AFERESIS FILTRADAS,8
2024,AGOSTO,LABORATORIO MEDICO LAS AMERICAS SEDE SUR,ANTIOQUIA,ENVIGADO,PLASMA FRESCO CONGELADO,16
2024,AGOSTO,E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,GLOBULOS ROJOS POBRES EN LEUCOCITOS,62
2024,AGOSTO,E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,PLASMA FRESCO CONGELADO,2
2024,AGOSTO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,CRIOPRECIPITADO,25
2024,AGOSTO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,GLOBULOS ROJOS POBRES EN LEUCOCITOS,32
2024,AGOSTO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,PLAQUETAS AFERESIS,10
2024,AGOSTO,ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.,ANTIOQUIA,BELLO,PLASMA FRESCO CONGELADO,6
2024,AGOSTO,CLINICA GENEZEN S.A.S SEDE PUERTO BERRIO,ANTIOQUIA,PUERTO BERRÍO,GLOBULOS ROJOS ESTANDAR,8
2024,AGOSTO,SYNLAB SEDE INTERQUIROFANOS,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,14
2024,AGOSTO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,108
2024,AGOSTO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,214
2024,AGOSTO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,10
2024,AGOSTO,CORPORACION PARA ESTUDIOS EN SALUD CLINICA CES,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,51
2024,AGOSTO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,CRIOPRECIPITADO,5
2024,AGOSTO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,GLOBULOS ROJOS POBRES EN LEUCOCITOS,372
2024,AGOSTO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,58
2024,AGOSTO,PROMOTORA CLINICA ZONA FRANCA DE URABA,ANTIOQUIA,APARTADÓ,PLASMA FRESCO CONGELADO,65
2024,AGOSTO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,10
2024,AGOSTO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS POBRES EN LEUCOCITOS,2
2024,AGOSTO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS POR AFERESIS,6
2024,AGOSTO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,ALICUOTA PLAQUETAS AFERESIS,12
2024,AGOSTO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,241
2024,AGOSTO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS AFERESIS,11
2024,AGOSTO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),136
2024,AGOSTO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,189
2024,AGOSTO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS POBRES EN LEUCOCITOS,96
2024,AGOSTO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO AFERESIS,51
2024,AGOSTO,CLINICA CARDIO VID,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,82
2024,AGOSTO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,ALICUOTA DE GLOBULOS ROJOS FILTRADA,4
2024,AGOSTO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,GLOBULOS ROJOS POBRES EN LEUCOCITOS,9
2024,AGOSTO,UNLAB SOMA sede Chigorodó,ANTIOQUIA,CHIGORODÓ,PLASMA FRESCO CONGELADO,4
2024,AGOSTO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,6
2024,AGOSTO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,183
2024,AGOSTO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,5
2024,AGOSTO,LABORATORIO TEST,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,9
2024,AGOSTO,SYNLAB SEDE EL TESORO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,16
2024,AGOSTO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,48
2024,AGOSTO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,15
2024,AGOSTO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),14
2024,AGOSTO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,100
2024,AGOSTO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,3
2024,AGOSTO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR FILTRADAS,10
2024,AGOSTO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR POBRES EN LEUCOCITOS,6
2024,AGOSTO,SYNLAB SEDE CIUDAD DEL RIO,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,16
2024,AGOSTO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,45
2024,AGOSTO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),171
2024,AGOSTO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,58
2024,AGOSTO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,17
2024,AGOSTO,INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,25
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA,8
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,ALICUOTA DE GLOBULOS ROJOS FILTRADA IRRADIADA,3
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,133
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),100
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS IRRADIADOS,102
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS,571
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS POBRES EN LEUCOCITOS IRRADIADOS,3
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS,1
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS FILTRADAS IRRADIADAS,167
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS AFERESIS IRRADIADAS,5
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR,16
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLAQUETAS ESTANDAR IRRADIADAS,3
2024,AGOSTO,HOSPITAL PABLO TOBON URIBE,ANTIOQUIA,MEDELLÍN,PLASMA FRESCO CONGELADO,432
2024,AGOSTO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,CRIOPRECIPITADO,197
2024,AGOSTO,IPS UNIVERSITARIA SEDE CLINICA LEON XIII,ANTIOQUIA,MEDELLÍN,GLOBULOS ROJOS LEUCORREDUCIDOS (FILTRADOS),80
